search_id,timestamp,site_id,user_country_id,user_hist_stars,user_hist_paid,listing_country_id,listing_id,listing_stars,listing_review_score,is_brand,location_score1,location_score2,log_historical_price,listing_position,price_usd,has_promotion,destination_id,length_of_stay,booking_window,num_adults,num_kids,num_rooms,stay_on_saturday,log_click_proportion,distance_to_dest,random_sort,competitor1_rate,competitor1_has_availability,competitor1_price_percent_diff,competitor2_rate,competitor2_has_availability,competitor2_price_percent_diff,competitor3_rate,competitor3_has_availability,competitor3_price_percent_diff,competitor4_rate,competitor4_has_availability,competitor4_price_percent_diff,competitor5_rate,competitor5_has_availability,competitor5_price_percent_diff,competitor6_rate,competitor6_has_availability,competitor6_price_percent_diff,competitor7_rate,competitor7_has_availability,competitor7_price_percent_diff,competitor8_rate,competitor8_has_availability,competitor8_price_percent_diff,clicked,booking_value,booked
58431,02/05/2013 07:10,5,219,,,219,45337,5,4.5,1,3.58,0.3437,5.74,15,349,0,17582,1,41,2,0,1,0,,,0,,,,0,0,,-1,0,8,,,,-1,0,2,,,,,,,-1,0,2,0,,0
330958,24/05/2013 12:08,5,219,,,219,67150,4,4.5,1,2.89,,5.39,7,135,0,18703,1,7,2,0,1,1,,,0,,,,0,0,,0,0,,,,,1,0,17,,,,,,,0,0,,0,,0
90910,03/03/2013 20:11,5,219,,,219,94613,3,4,0,2.77,0.1337,4.97,1,136,0,17402,2,5,2,0,1,1,,,0,,,,,,,,,,,,,0,0,,,,,,,,0,0,,1,341.64,1
151099,29/04/2013 20:01,5,219,,,219,6851,2,2.5,1,1.1,,4.73,7,67,0,1930,3,47,2,0,1,1,,1225.77,1,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
522701,09/12/2012 12:34,18,55,,,219,127214,2,3,1,1.79,0.0027,4.64,20,50.42,0,15764,2,5,1,0,1,1,,,1,,,,1,0,4,,1,,,,,,,,,,,,,,1,0,20,0,,0
311381,03/04/2013 09:46,5,219,,,219,12391,3,3.5,1,0.69,0.0292,4.78,20,80,0,13104,1,3,1,0,1,1,,2033.74,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,,0
544902,21/05/2013 17:20,19,158,,,31,17795,4,4,0,6.87,0.1371,5.56,24,271.91,1,15620,1,25,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
187525,19/02/2013 01:31,24,216,,,98,20737,5,4.5,1,4.9,0.061,5.8,9,195.7,1,24731,4,11,2,0,1,1,,,1,,,,,,,0,0,,0,0,,0,0,,,,,,,,,,,0,,0
369477,02/03/2013 20:10,5,219,,,219,69178,3,4.5,1,1.79,,4.91,7,144,0,20663,2,41,2,0,1,1,-19.6627,347.08,0,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
397011,05/04/2013 20:24,5,219,,,219,116492,3,4,0,2.08,,4.48,12,70,0,10188,1,59,2,0,1,0,,1506.02,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
249975,18/03/2013 19:39,15,138,,,138,29278,3,4.5,0,4.08,0.0067,5.53,16,96.68,1,26389,4,21,1,0,1,0,,,1,,,,,,,,,,,,,0,0,,,,,1,0,11,,,,0,,0
258081,16/11/2012 06:04,14,100,,,219,23347,3,3,0,3.71,0.2233,4.97,12,154.81,1,4138,3,20,1,0,1,1,,1252.56,0,,,,1,0,17,1,0,17,,,,1,0,7,,,,,,,,,,0,,0
553543,23/11/2012 11:28,15,55,,,219,136159,3,3.5,0,1.95,0.1341,5.11,1,131.43,1,20857,4,132,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
275416,16/12/2012 11:00,24,72,,,35,111582,3,3,0,2.83,0.0392,4,6,36,0,26750,3,19,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
78359,31/05/2013 14:04,18,15,,,15,74735,5,5,1,2.08,0.0243,5.67,19,135.17,0,23688,3,5,2,1,1,0,,,0,,,,0,0,,,,,0,0,24,0,0,24,,,,0,0,24,,,,0,,0
49666,06/05/2013 17:16,11,103,,,220,94430,5,4,1,4.55,0.3431,5.38,6,174.56,1,16757,4,41,2,1,1,0,-27.2554,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0
364219,10/02/2013 08:26,24,216,3.21,45.93,98,119834,3,3.5,0,4.37,0.014,3.97,21,24.51,0,24731,1,60,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
542704,20/01/2013 08:18,5,219,,,219,90312,5,4.5,1,4.49,0.0703,5.62,14,178,1,13216,4,17,2,0,1,0,,228.69,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
60398,08/02/2013 23:11,15,55,,,100,3235,2,4,1,3.76,0.0113,5.06,19,139.06,1,982,7,45,2,1,1,0,,,1,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
184297,08/12/2012 19:23,5,219,,,219,133311,4,4.5,1,3.47,0.1316,5.19,16,152,0,11537,2,23,3,2,2,0,,165.65,0,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
251110,27/12/2012 10:52,14,100,,,219,4340,4,4,0,0,0.0321,5.57,6,174.84,1,21232,1,6,2,0,1,0,,1570.44,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
198954,20/01/2013 13:11,5,219,,,219,119653,4,4,0,2.2,0.2134,4.28,1,35,0,3422,1,0,2,0,1,0,,234.86,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
242971,01/11/2012 10:47,15,55,,,106,68693,5,0,0,1.95,,5.6,31,246.77,0,18366,1,64,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
247210,09/01/2013 10:54,5,219,,,219,110196,2,4,1,2.56,0.0105,3.79,10,47,0,13275,3,58,8,0,4,1,,303.95,1,,,,1,0,6,,,,,,,1,0,6,,,,,,,,,,0,,0
489288,01/02/2013 23:13,5,92,4,450.83,32,87907,4,4.5,0,4.43,0.0266,5.75,16,209,0,11783,1,9,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,1,0,30,,,,0,,0
145647,23/05/2013 20:17,5,219,,,219,80076,3,4.5,1,1.61,0.0251,4.78,2,149,0,24566,2,2,2,0,1,1,,219.12,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
39767,12/11/2012 14:52,5,219,,,219,107100,3,4.5,1,2.83,0.3165,4.8,19,79,0,17621,3,39,2,1,1,1,,1954.73,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
171713,10/06/2013 21:32,14,100,,,219,126657,4,4,1,5.96,0.6078,0,31,287.42,1,24700,3,35,2,0,1,0,,333.65,0,1,0,11,1,0,11,0,0,,1,0,11,1,0,11,,,,,,,1,0,11,0,,0
210024,10/03/2013 22:17,15,55,,,55,97671,3,3.5,0,5.58,0.0112,5.49,16,67.16,0,10979,1,1,1,0,1,0,,,0,,,,,,,,,,,,,0,0,6,0,0,,1,0,12,0,0,,0,,0
242971,01/11/2012 10:47,15,55,,,106,8817,3,3.5,0,3.5,0.1499,4.58,2,88.71,0,18366,1,64,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
263837,13/05/2013 16:42,5,219,,,99,85783,3,3.5,0,3.4,0.6042,5.25,6,163,0,4429,3,34,2,0,1,0,,5825.72,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
59128,16/05/2013 22:32,24,216,,,31,37006,4,4.5,0,4.6,0.1415,5.69,1,289.08,0,4924,2,148,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
546583,06/03/2013 19:35,14,100,,,219,63327,4,4.5,0,5.18,0.7645,5.66,27,258.72,0,25556,5,92,2,0,1,0,,802.58,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
367638,09/01/2013 13:51,32,220,,,220,72110,5,4.5,0,0,0.0012,5.51,26,199.77,0,27735,1,0,2,0,1,0,,2249.45,1,,,,,,,,,,0,0,,0,0,,,,,,,,,,,0,,0
263814,08/02/2013 07:39,5,219,,,219,116527,0,1,0,1.39,,4.71,26,70,0,28074,1,103,2,0,1,0,-39.448,103.9,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
181493,20/11/2012 17:05,15,55,,,160,39166,5,5,0,2.4,0.1674,5.99,8,334.45,0,9643,2,28,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
402886,31/03/2013 12:06,14,100,,,100,21805,3,4,1,4.51,0.365,5.11,33,121.88,0,15438,2,0,1,0,1,0,,16.6,0,,,,1,0,2,,,,,,,1,0,2,,,,,,,1,0,2,0,,0
511312,22/06/2013 10:54,5,219,,,219,72154,3,4.5,1,1.1,,0,24,149,0,26982,2,8,2,0,1,0,,397.27,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
539832,25/02/2013 10:23,15,55,,,55,61081,4,4,0,1.1,,5.29,7,113.74,0,936,1,72,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
483159,28/06/2013 22:39,5,219,,,219,93512,2,4,1,3.22,,0,19,149,0,26238,1,14,2,1,1,1,,2541.42,0,,,,,,,,,,,,,0,0,,,,,,,,0,0,,1,,0
582693,17/06/2013 23:08,5,219,,,219,49656,3,3.5,0,3.76,0.0937,0,13,41,1,8192,3,51,2,0,1,0,,382.78,1,,,,0,0,42,,,,,,,0,0,,,,,,,,,,,0,,0
409884,20/05/2013 12:51,5,219,,,219,5710,2,3,0,3.53,0.0082,4.6,20,89,0,3073,1,71,2,0,1,0,,305.41,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
453662,03/03/2013 16:26,5,219,,,100,75972,3,4,1,4.32,0.2102,5.22,34,119,0,21871,4,4,1,0,1,1,,462.96,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
294639,19/06/2013 15:35,32,220,,,220,127066,5,4,1,4.57,0.2281,0,34,133.84,0,25981,3,18,2,0,1,0,,,0,,,,0,0,21,0,0,,,,,0,0,,,,,,,,,,,0,,0
417743,26/02/2013 19:16,15,55,,,73,45586,2,3,0,1.1,,4.41,33,65.03,0,17782,2,5,2,0,1,0,,,0,,,,,,,,,,,,,0,0,,0,0,,,,,,,,0,,0
566029,02/05/2013 10:25,5,219,,,219,116813,2,3,1,1.79,,4.12,13,54,1,17758,1,8,2,0,1,1,-37.6877,147.53,1,,,,1,0,17,1,0,17,,,,,,,,,,,,,1,0,7,0,,0
587991,25/04/2013 08:22,5,219,,,219,12043,4,4,1,2.77,0.0935,5.23,32,169,0,10794,2,26,1,0,1,0,,682.08,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
253637,16/02/2013 15:59,5,219,,,31,49533,3,4,0,1.79,,4.91,24,68,0,221,1,31,2,0,1,0,,6010.23,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
118690,15/04/2013 21:21,24,216,,,216,63778,3,4,0,4.67,0.1656,4.93,14,117.21,1,20497,1,90,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
373714,19/12/2012 07:36,5,219,,,219,55473,3,3,0,1.1,0.0176,4.96,7,226,1,11395,4,14,2,0,1,0,,618.45,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
90674,06/06/2013 23:01,5,219,,,219,3566,2,4,1,3.37,,0,19,135,0,14389,1,1,2,0,1,1,,5.87,1,,,,0,0,,0,0,,,,,1,0,11,,,,,,,0,0,,0,,0
126110,05/04/2013 14:22,5,219,,,219,52175,3,4.5,1,1.79,0.0032,4.78,36,109,0,11381,1,1,3,0,1,1,,1189.54,0,,,,,,,0,0,,,,,,,,,,,,,,0,0,,0,,0
523394,18/02/2013 15:29,15,55,,,55,91885,0,0,0,0,,4.79,20,177.85,0,276,1,3,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
278571,04/01/2013 11:56,15,55,,,55,4047,4,4,1,0,0.0391,5.38,7,139.8,1,10010,1,2,2,0,1,0,,,0,,,,,,,,,,,,,0,0,,,,,0,0,40,,,,0,,0
470384,18/11/2012 13:48,5,219,,,219,140499,3,3,1,1.1,0.1483,4.83,9,99,0,4912,2,0,1,0,1,0,,98.56,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
549813,21/03/2013 10:00,5,23,,,99,112296,2,4,0,3.09,,4.79,15,91,0,4071,4,43,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
427843,20/02/2013 13:05,5,219,,,219,27281,2,2.5,1,2.89,0.1231,4.64,3,110,0,11413,1,121,2,1,1,1,,894.9,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
229698,04/01/2013 20:32,5,219,,,219,38358,2,4,1,2.94,0.072,4.59,10,104,1,26661,3,180,2,0,1,0,,663.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
465705,17/06/2013 15:50,5,219,,,219,109162,0,0,0,1.1,0.0127,0,31,101,0,13401,1,70,3,0,1,0,,1107.67,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
92795,22/12/2012 16:48,14,100,,,100,56913,3,4,1,2.2,0.0175,5.21,18,145.99,0,8084,4,6,2,0,1,1,,930,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
290768,22/11/2012 14:27,5,219,,,219,46505,4,4.5,1,4.77,0.0561,5.72,10,135,1,10662,2,22,2,0,1,1,,714.28,0,,,,0,0,5,0,0,5,,,,1,0,25,,,,,,,0,0,5,0,,0
186492,09/06/2013 10:18,16,31,,,99,268,3,3.5,0,5.08,0.0191,0,21,248.48,1,13292,3,18,2,1,1,1,,920.98,0,0,0,7,,,,,,,,,,-1,0,7,,,,-1,0,7,,,,0,,0
267063,25/03/2013 17:08,5,9,,,219,30470,4,4.5,0,5.62,0.0557,5.81,18,405,0,4562,2,44,2,1,1,0,,,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
55906,07/06/2013 14:22,5,219,,,31,89936,3,4.5,0,2.83,,0,3,99,0,19678,4,168,2,0,1,1,,5803.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
237546,08/04/2013 12:06,5,219,4,53.77,219,56941,2,3.5,1,2.71,0.1665,4.19,28,59,0,15000,2,7,1,0,1,0,,164.98,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
581625,25/01/2013 13:54,5,219,,,219,131906,2,3.5,1,2.89,0.0086,4.7,31,60,0,9179,3,96,2,0,1,0,-76.3105,1336.57,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
59470,03/02/2013 21:07,15,55,,,129,112430,4,3.5,1,2.08,,5.18,34,100.44,0,2343,1,52,2,2,2,0,,,1,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
559957,18/03/2013 20:12,5,219,,,219,31272,1,2.5,1,0,0.0006,4.45,25,56,0,13870,4,19,2,0,1,1,,860.06,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
66307,15/04/2013 11:21,5,219,,,219,703,2,4,0,0,0.0208,4.19,4,70,0,18111,3,94,3,2,2,1,,641.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
326409,01/11/2012 18:40,5,219,,,219,105741,4,4.5,0,0,0.0062,5.3,8,134,1,18488,1,0,1,0,1,1,,1148.55,1,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
197600,06/06/2013 17:46,14,100,,,219,24021,2,3,1,4.71,0.0996,0,9,191.93,1,5773,4,9,1,0,1,1,-21.7626,,0,,,,0,1,6,0,0,25,,,,0,0,5,,,,,,,0,0,5,0,,0
211939,26/03/2013 14:52,2,56,,,31,8578,2,5,0,3.09,0.0174,4.71,8,84.89,0,2693,2,38,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
296126,10/04/2013 18:07,5,219,,,219,47199,4,4.5,0,3.61,0.1156,5.65,21,399,0,23676,2,85,2,0,1,1,,1720.14,1,,,,0,0,,1,0,10,,,,0,0,,,,,,,,0,0,,0,,0
22644,30/12/2012 18:06,5,219,,,219,72119,3,4.5,1,1.61,,4.89,3,199,0,19332,1,1,2,0,1,0,,88.88,0,,,,,,,0,0,20,,,,,,,,,,,,,0,0,,0,,0
124045,14/12/2012 01:37,5,219,,,219,134154,3,3.5,1,3.76,0.0937,4.64,3,91,1,8192,2,14,2,0,1,1,,365.67,0,,,,0,0,,0,0,,,,,0,0,20,,,,,,,-1,0,16,0,,0
393339,12/12/2012 18:20,5,219,,,219,56410,4,3.5,0,3.64,0.1083,5.42,1,74,1,19363,3,2,1,0,1,1,,230.62,0,,,,,,,,,,,,,,,,,,,,,,0,0,23,0,,0
100296,03/06/2013 09:05,5,219,,,219,56506,3,5,1,0,0.0044,0,20,99,0,1252,1,0,2,0,1,0,,73.99,0,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
74665,16/06/2013 09:38,5,219,,,219,139692,3,4.5,1,2.56,0.0254,0,31,161,0,12638,1,59,2,0,1,0,,98.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
383623,23/02/2013 10:47,5,219,,,31,73103,3,4,0,6.67,0.6846,5.57,8,312,0,11530,7,35,2,1,1,0,,4603.62,0,1,0,9,,,,,,,,,,0,0,,,,,,,,,,,1,2398.55,1
606265,07/01/2013 07:22,5,219,,,219,26006,4,4.5,0,3.47,0.0491,5.92,1,280,1,23605,1,38,2,0,1,1,,690.19,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,9,0,,0
475853,07/05/2013 17:26,16,31,3.22,250.19,219,7880,4,4.5,1,5.88,0.2132,6.21,8,279.88,1,5143,8,79,2,0,1,0,,4018.15,0,,,,,,,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,0
570075,04/01/2013 18:51,5,219,,,219,29930,3,4.5,1,1.79,0.0912,4.89,8,109,0,11146,1,1,1,0,1,1,,2.08,0,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0
163582,02/01/2013 16:33,5,219,,,219,114559,3,3.5,0,5.15,0.0918,5.37,15,348,1,23605,3,3,4,0,1,1,,652.2,0,,,,,,,,,,,,,-1,0,24,,,,,,,,-1,,0,,0
285112,12/11/2012 16:29,5,219,,,219,51769,2,3,1,2.2,0.1704,4.54,2,81,0,15566,1,5,2,0,1,1,,133.27,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
190162,12/02/2013 17:51,5,219,,,219,122112,5,5,1,4.29,0.2668,5.95,24,238,0,8192,3,37,2,0,1,1,,252.54,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
524098,21/12/2012 12:25,32,220,,,220,140696,4,3.5,1,5.01,0.4315,5.49,9,147.62,0,10757,2,0,2,0,1,1,,,0,,,,0,0,,1,0,2,0,0,,0,0,,,,,,,,,,,0,,0
53439,27/05/2013 14:19,7,219,,,219,116527,0,1,0,1.39,,4.94,13,68.66,0,4671,1,1,2,0,1,0,,706.82,0,,,,,1,,,,,,,,,,,,,,,,,,,,0,,0
41267,02/05/2013 20:21,5,219,,,219,837,2,4,0,2.64,0.1172,4.27,8,69,0,11977,1,38,2,2,1,0,,722.15,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
233543,13/03/2013 15:36,14,100,,,100,34754,2,4,1,0.69,0.0002,4.92,18,95.37,0,14239,1,4,4,2,2,0,,1005.83,0,,,,,,,,,,,,,0,0,,,,,,,,0,0,,0,,0
239694,16/03/2013 08:25,14,100,,,100,111635,3,4.5,0,2.71,,5.13,33,107.91,0,2003,1,7,2,2,1,1,,170.76,1,,,,,,,,,,,,,0,0,9,,,,,,,0,0,9,0,,0
430511,22/12/2012 06:45,5,219,,,219,98509,3,4,0,3.09,0.0818,4.68,8,79,0,4335,2,27,3,0,2,1,,102.37,0,,,,1,0,88,,,,,,,,,,,,,,,,,,,0,,0
604143,15/03/2013 19:36,5,219,,,219,62879,2,4.5,1,1.39,0.0046,4.42,6,69,0,18000,1,14,1,0,1,1,,638.65,1,,,,0,0,,0,0,,,,,,,,,,,,,,,,,0,,0
595016,03/02/2013 06:55,5,219,,,219,84704,3,2.5,1,1.1,0.1417,4.53,9,122,0,10898,5,18,1,0,1,0,,,1,,,,0,0,,,,,,,,1,0,10,,,,,,,0,0,,0,,0
94149,27/06/2013 13:10,5,219,,,219,119699,3,4,0,2.94,,0,30,65,0,23414,1,13,2,0,1,0,-67.7973,121.28,0,,,,-1,0,9,,,,,,,,,,,,,,,,,,,0,,0
150590,01/04/2013 06:39,5,219,,,219,27028,3,4,0,4.01,0.1592,5.01,33,860,0,7342,1,1,2,0,1,0,,197.55,0,,,,,1,,,,,,,,,,,,,,,,,,,,0,,0
595750,23/05/2013 13:08,5,59,,,219,27853,2,2.5,1,2.71,0.0303,4.44,6,115,1,9412,1,2,2,0,1,1,,696.42,0,,,,1,0,4,-1,0,2,,,,1,0,4,,,,,,,1,0,4,0,,0
595535,13/05/2013 18:20,5,219,,,219,137441,0,3,1,2.3,0.2517,4.55,29,58,0,14251,2,3,4,0,1,1,,170.24,0,,,,1,0,12,1,0,12,,,,,,,,,,,,,1,0,12,0,,0
550384,30/11/2012 01:02,26,39,,,32,121792,3,4,1,4.53,0.149,5.34,29,192.59,0,16363,2,28,2,0,1,1,,,1,,,,,,,,,,,,,-1,0,22,0,0,,0,0,,,,,0,,0
79901,30/04/2013 06:17,24,216,,,81,124993,5,4,1,4.41,0.1579,4.88,7,88.5,0,25614,2,11,2,0,1,1,,,0,,,,1,0,9,0,0,,0,0,,1,1,3,,,,,,,,,,0,,0
191850,26/04/2013 11:56,5,219,,,219,62587,3,4.5,1,4.29,0.0826,5.43,24,219,0,3509,1,56,2,2,1,1,,,1,,,,,,,,,,,,,0,0,,,,,,,,-1,0,4,0,,0
53236,20/01/2013 09:51,5,219,,,219,69481,4,4.5,1,3.33,0.2524,5.29,6,99,0,23295,1,12,2,0,1,1,,149.64,0,,,,0,0,50,0,0,,,,,,,,,,,,,,0,0,,0,,0
282217,20/05/2013 21:17,5,219,,,219,99025,4,4,1,1.79,,5.12,4,103,0,19877,2,11,2,0,1,1,,25.16,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
218122,24/11/2012 14:55,15,55,,,215,69517,4,4,0,2.2,0.0046,4.85,28,81.74,0,2303,2,13,2,0,1,1,,,0,1,0,6,,,,,,,,,,-1,0,3,,,,-1,0,3,,,,0,,0
417939,05/12/2012 10:40,15,55,,,158,3729,2,3,0,3.76,0.1392,2.96,15,49.9,1,22237,1,44,2,0,2,1,,,0,,,,,,,,1,,0,0,,1,0,24,,,,,,,,,,0,,0
181175,14/06/2013 16:12,5,219,,,219,53829,3,4.5,1,1.39,,0,18,169,0,3157,2,1,2,0,1,1,-23.2141,,0,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
190320,23/06/2013 11:17,5,219,,,59,109446,3,4.5,0,3.26,0.177,0,12,90,0,23841,2,29,5,2,2,0,,931.92,0,,,,1,0,82,,,,,,,1,0,39,,,,,,,,,,0,,0
289347,03/04/2013 16:03,5,219,,,219,61529,4,4.5,1,5.7,0.5823,5.79,1,329,0,24700,1,1,2,0,1,1,,1022.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
93727,14/06/2013 20:29,5,219,,,219,53298,2,3.5,0,3.14,,0,16,87,0,5756,5,13,3,0,1,0,,416.47,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
77418,21/04/2013 20:43,24,216,,,211,125187,4,4,0,2.94,0.2341,5.85,3,120,0,25831,3,199,4,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
279520,12/12/2012 11:07,5,79,,,81,21233,3,2,0,2.71,,3.72,32,171,0,4732,4,20,2,0,1,0,,,0,,,,,,,,,,-1,0,5,0,0,,,,,,,,,,,0,,0
475720,01/05/2013 21:40,5,219,,,100,14266,3,4,1,0,0.0022,4.93,30,129,0,2142,1,19,2,0,1,0,,,1,,,,0,0,,,,,,,,1,0,10,,,,,,,,,,0,,0
188871,01/02/2013 08:29,5,219,2.07,70.78,219,36854,2,4,1,0.69,,4.32,4,60,0,24236,1,5,1,0,1,0,,353.86,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
116192,08/11/2012 19:28,5,219,,,219,62263,2,3,1,1.1,,4.54,22,69,0,18577,1,0,1,0,1,1,,3.68,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
91119,03/06/2013 19:50,14,100,,,219,105301,3,5,1,3.3,0.15,0,3,218.91,0,18987,3,22,2,0,1,0,,2124.03,1,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0
101256,29/11/2012 14:42,5,219,,,219,38616,3,4.5,1,2.64,0.133,5.53,4,144,0,7220,4,20,2,0,1,0,,167.5,0,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0
226014,02/05/2013 15:47,24,216,3.02,173.01,100,23776,4,4.5,1,1.1,0.0141,6.13,8,348.33,1,20438,1,53,2,0,1,0,,,0,,,,0,0,,,,,,,,1,0,33,,,,,,,1,0,33,0,,0
123193,10/11/2012 21:26,24,216,,,73,66551,4,3.5,0,4.82,0.0579,4.93,19,86.22,1,5193,2,20,1,0,1,1,,,0,,,,,,,,,,,,,-1,0,81,,,,-1,0,74,,,,0,,0
305792,04/04/2013 19:25,5,219,,,100,125859,3,4.5,0,4.97,0.2439,5.6,6,181,0,15438,3,42,4,0,1,1,,,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,1,,0
386244,28/11/2012 09:50,5,219,,,219,124734,3,4,1,2.3,,5.37,21,164,0,5677,1,16,4,0,1,1,,99.98,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
338883,07/05/2013 22:00,29,132,,,202,89292,4,3.5,0,4.97,0.0412,5.1,30,109.86,1,22784,8,86,2,3,2,0,,,0,,,,0,0,,1,0,42,0,0,,-1,0,17,,,,,,,,,,0,,0
460758,10/03/2013 15:03,14,100,,,219,70684,4,4,0,2.4,0.0303,5.8,4,218.72,1,14167,2,24,2,0,1,0,,1228.18,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
582531,10/04/2013 14:02,5,219,,,219,76614,3,4,1,1.95,0.0701,4.65,13,82,0,6771,1,23,2,0,1,1,,101.63,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
261756,03/06/2013 10:30,14,100,,,219,129914,4,4.5,0,5.18,0.8649,0,27,200.43,0,25556,1,3,1,0,1,1,,1005.06,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
473149,24/04/2013 13:47,18,220,,,164,39226,5,3.5,0,2.3,0.0322,4.93,4,97.61,1,22089,9,54,2,0,1,0,,4409.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41126,02/06/2013 17:43,23,181,,,219,81199,4,4,0,3.81,0.2153,5.94,14,265.7,0,4138,3,47,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
217100,15/11/2012 15:13,15,55,,,219,7527,4,4.5,1,5.87,0.6727,6.21,34,406.16,0,24700,5,84,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
270282,17/02/2013 18:12,11,103,,,219,78838,4,4.5,1,5.89,0.665,6.21,21,381.11,0,24700,11,167,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
183351,14/11/2012 03:26,5,33,,,33,50391,5,4,1,4.01,0.5453,5.8,19,190,0,20313,1,1,2,0,1,1,,,0,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0
